ID,ID_person,Model,Power,Price,Power_indicator
49,8593,Mercedez-Benz,364.0,1792131,False
50,4190,Daewoo,338.0,616264,False
51,7450,KIA,204.0,294203,False
52,19560,Audi,85.0,200844,False
53,16001,BMW,225.0,808188,False
54,10177,BMW,496.0,3258697,False
55,7891,Mercedez-Benz,409.0,1843942,False
56,5798,Infiniti,248.0,2616553,False
57,8633,Infiniti,433.0,2764270,False
58,19105,Mercedez-Benz,179.0,1861125,False
59,432,KIA,364.0,1508673,False
60,1433,Audi,485.0,3173566,False
61,12404,Daewoo,157.0,1887368,False
62,10451,Audi,390.0,1318974,False
63,4964,Toyota,101.0,2017116,False
64,7352,Ford,449.0,952151,False
65,2499,Infiniti,482.0,2575148,False
66,14834,Mercedez-Benz,205.0,623093,False
67,7128,Nissan,191.0,1971451,False
68,4011,BMW,281.0,736750,True
69,4812,BMW,299.0,797908,False
70,8851,Toyota,281.0,755662,True
71,5345,Toyota,281.0,2709100,True
72,977,Mercedez-Benz,146.0,3579339,False
73,17338,Toyota,225.0,703122,False
74,7875,Ford,268.0,1982433,False
75,11640,Mercedez-Benz,281.0,1165725,True
76,19383,Subaru,334.0,540538,False
77,1586,Toyota,410.0,946140,False
78,9833,Ford,456.0,385382,False
79,9715,KIA,108.0,2463769,False
80,6962,Infiniti,213.0,2448971,False
81,10910,Mercedez-Benz,304.0,1213821,False
82,11818,Audi,176.0,1966992,False
83,8412,LADA,210.0,669078,False
84,17236,Daewoo,250.0,2557478,False
85,12046,KIA,347.0,1507259,False
86,9824,Ford,357.0,1005539,False
87,4003,KIA,486.0,215165,False
88,453,Subaru,233.0,2093609,False
89,18756,KIA,320.0,3407302,False
90,14503,Ford,434.0,3278654,False
91,6652,LADA,350.0,1782955,False
92,13538,Subaru,77.0,3817309,False
93,8969,Subaru,281.0,3498319,True
94,3253,BMW,281.0,2399358,True
95,15003,Toyota,195.0,1833861,False
96,14974,Subaru,305.0,3481414,False
97,19154,Subaru,278.0,2674954,False
98,10513,Ford,213.0,1479950,False
99,2289,Infiniti,314.0,1922032,False
100,7439,Subaru,388.0,3386265,False
101,831,Audi,454.0,1403668,False
102,15447,Mercedez-Benz,188.0,3360706,False
103,5927,Mercedez-Benz,106.0,2303689,False
104,8739,Toyota,325.0,1827399,False
105,19797,Mercedez-Benz,481.0,2159975,False
106,10437,Ford,216.0,1502165,False
107,8594,Infiniti,166.0,1265353,False
108,8634,LADA,350.0,3564025,False
109,16286,Daewoo,371.0,1616074,False
110,11483,Audi,184.0,2106959,False
111,14919,KIA,79.0,1563124,False
112,17152,LADA,281.0,3911590,True
113,10606,Daewoo,102.0,2723978,False
114,1615,Audi,239.0,1838486,False
115,16256,Nissan,89.0,3650154,False
116,1544,Mercedez-Benz,479.0,1049509,False
117,19749,Toyota,256.0,1482674,False
118,2959,Subaru,164.0,1048237,False
119,13630,Toyota,159.0,2105137,False
120,9437,Subaru,327.0,1438364,False
121,9384,Mercedez-Benz,326.0,862856,False
122,1643,BMW,297.0,2375636,False
123,1481,Ford,375.0,1864297,False
124,13296,Subaru,96.0,1872789,False
125,13825,Ford,448.0,1041213,False
126,54,Subaru,442.0,3818296,False
127,4429,Mercedez-Benz,337.0,2221659,False
128,2110,LADA,392.0,1596520,False
129,14662,Subaru,460.0,1029810,False
130,16499,Toyota,394.0,3353981,False
131,253,Nissan,88.0,1576453,False
132,122,Daewoo,281.0,3865529,True
133,12385,LADA,281.0,1329353,True
134,4992,Daewoo,204.0,2827273,False
135,8188,BMW,281.0,3470343,True
136,6032,Daewoo,152.0,2501311,False
137,5450,Audi,89.0,1976187,False
138,15568,Toyota,281.0,527378,True
139,7677,Ford,196.0,1777269,False
140,16305,Ford,445.0,1953676,False
141,6584,KIA,224.0,1445390,False
142,9499,Infiniti,296.0,450384,False
143,1404,Daewoo,492.0,311989,False
144,4419,Daewoo,281.0,546712,True
145,14499,BMW,377.0,2945542,False
146,18303,Nissan,418.0,2892737,False
147,14095,Toyota,279.0,829531,False
148,9532,Daewoo,383.0,2373516,False
149,6486,Subaru,427.0,2884826,False
150,3789,Nissan,256.0,3035329,False
151,11525,KIA,132.0,3142387,False
152,10487,BMW,313.0,644312,False
153,11423,BMW,232.0,3100286,False
154,5109,Ford,351.0,3237542,False
155,9335,BMW,398.0,846848,False
156,362,Toyota,179.0,2751091,False
157,8136,LADA,422.0,1102742,False
158,203,Mercedez-Benz,113.0,3538290,False
159,15845,BMW,242.0,2966764,False
160,16463,KIA,319.0,663549,False
161,18242,Ford,217.0,2281675,False
162,390,BMW,240.0,1974817,False
163,2887,BMW,440.0,1690552,False
164,2958,Daewoo,281.0,1979629,True
165,10892,Daewoo,346.0,2168234,False
166,19596,Nissan,90.0,3951606,False
167,13326,Infiniti,316.0,2697050,False
168,15360,LADA,401.0,2560424,False
169,4514,KIA,456.0,386407,False
170,4151,Mercedez-Benz,413.0,3634631,False
171,19131,Toyota,195.0,2722600,False
172,984,Nissan,384.0,1359668,False
173,19894,KIA,257.0,2721347,False
174,18293,Infiniti,174.0,2573327,False
175,6879,Subaru,100.0,1031059,False
176,9508,Ford,234.0,1455678,False
177,4375,Subaru,344.0,3287949,False
178,16750,Mercedez-Benz,318.0,2000217,False
179,19116,BMW,92.0,1777770,False
180,4047,Audi,403.0,3748792,False
181,943,Nissan,281.0,1467151,True
182,10709,Nissan,378.0,382630,False
183,1508,Toyota,476.0,3844292,False
184,15869,Daewoo,348.0,3061365,False
185,1226,Toyota,452.0,2660585,False
186,12030,Subaru,226.0,1715108,False
187,8683,LADA,165.0,1705584,False
188,8540,LADA,95.0,660781,False
189,11823,KIA,434.0,972254,False
190,8907,Nissan,381.0,2032141,False
191,7075,LADA,432.0,2170979,False
192,7652,Daewoo,111.0,1740075,False
193,19532,Subaru,262.0,903743,False
194,16693,LADA,407.0,1821994,False
195,7146,Subaru,281.0,750928,True
196,2832,Nissan,493.0,2962865,False
197,7563,Infiniti,483.0,3015169,False
198,13178,Mercedez-Benz,384.0,3158006,False
199,14298,Infiniti,281.0,3131668,True
200,5877,KIA,221.0,3706253,False
201,4855,Toyota,139.0,862584,False
202,7201,Nissan,351.0,1508294,False
203,5750,KIA,149.0,3243885,False
204,12389,Ford,256.0,1778589,False
205,19277,Nissan,266.0,1086021,False
206,2242,Subaru,179.0,1008672,False
207,15226,Subaru,327.0,1524435,False
208,13012,Toyota,264.0,3644009,False
209,4610,Daewoo,272.0,3896860,False
210,3957,Daewoo,300.0,670256,False
211,2447,Nissan,469.0,2441736,False
212,3694,Ford,284.0,2211121,False
213,12133,Infiniti,396.0,1632218,False
214,4560,Nissan,126.0,967075,False
215,1235,KIA,264.0,981021,False
216,8808,BMW,172.0,2469708,False
217,18610,Toyota,251.0,625311,False
218,12190,Daewoo,344.0,2693274,False
219,1860,Toyota,170.0,1526306,False
220,16827,Mercedez-Benz,390.0,1558926,False
221,9466,KIA,318.0,2867890,False
222,16351,Daewoo,341.0,587921,False
223,3080,Mercedez-Benz,341.0,3956876,False
224,4623,Daewoo,399.0,2853966,False
225,10691,KIA,72.0,724759,False
226,10252,Ford,80.0,2681417,False
227,7946,Daewoo,339.0,2398042,False
228,7499,Toyota,339.0,2249683,False
229,10026,Mercedez-Benz,281.0,3109031,True
230,11116,BMW,97.0,3192329,False
231,13876,Daewoo,226.0,2299058,False
232,9231,Daewoo,384.0,2533225,False
233,3569,BMW,97.0,3000484,False
234,6940,Subaru,314.0,493415,False
235,14830,BMW,326.0,2151508,False
236,2928,Toyota,311.0,2111595,False
237,1516,KIA,362.0,775290,False
238,12389,Nissan,281.0,1041726,False
239,15467,LADA,240.0,1673027,False
240,11467,Audi,148.0,853937,False
241,11739,Toyota,470.0,1338041,False
242,10835,KIA,287.0,1817882,False
243,490,KIA,285.0,3515502,False
244,3808,LADA,111.0,371275,False
245,1152,KIA,327.0,3487130,False
246,4967,Nissan,281.0,2271087,True
247,18149,BMW,309.0,3885326,False
248,11137,Infiniti,394.0,1153597,False
249,8286,Nissan,165.0,3454229,False
250,15821,Daewoo,88.0,640010,False
251,1756,KIA,327.0,2738807,False
252,14172,Audi,162.0,2533337,False
253,17766,Nissan,456.0,3268457,False
254,11031,Audi,286.0,1572999,False
255,9495,BMW,343.0,1662808,False
256,4636,Audi,486.0,693415,False
257,9843,Nissan,281.0,3911444,True
258,11624,Subaru,190.0,2778537,False
259,6503,Mercedez-Benz,141.0,2671729,False
260,11424,Infiniti,283.0,3083311,False
261,7971,Infiniti,210.0,3864031,False
262,9804,Toyota,401.0,3378636,False
263,12472,KIA,281.0,1800582,True
264,7656,BMW,78.0,342366,False
265,1094,Mercedez-Benz,106.0,425116,False
266,10002,KIA,211.0,1730106,False
267,8184,Nissan,281.0,3950566,True
268,2689,Daewoo,202.0,440692,False
269,15740,Audi,481.0,923656,False
270,2873,Ford,206.0,3084139,False
271,8777,Ford,385.0,2487307,False
272,260,Infiniti,229.0,3824106,False
273,19551,Mercedez-Benz,350.0,1232072,False
274,6238,Audi,198.0,1357560,False
275,13500,Infiniti,255.0,3989848,False
276,9697,Daewoo,281.0,2999289,True
277,10261,Daewoo,497.0,1172553,False
278,5659,Mercedez-Benz,421.0,1373544,False
279,16699,Daewoo,213.0,2325534,False
280,6048,Subaru,205.0,3886748,False
281,1858,Subaru,278.0,3553514,False
282,13096,Mercedez-Benz,274.0,3064691,False
283,6356,Infiniti,96.0,1726238,False
284,3267,BMW,453.0,1009742,False
285,7473,LADA,186.0,1181348,False
286,13700,Toyota,296.0,3630712,False
287,2796,Ford,487.0,1356768,False
288,17755,Infiniti,370.0,1460211,False
289,1273,Infiniti,316.0,2325614,False
290,10299,Daewoo,149.0,232228,False
291,18043,KIA,288.0,1709214,False
292,15524,KIA,141.0,3399407,False
293,18757,Mercedez-Benz,411.0,1395498,False
294,5116,Toyota,394.0,504201,False
295,13500,BMW,118.0,2661364,False
296,14145,Mercedez-Benz,281.0,3396271,True
297,19668,Ford,163.0,1519397,False
298,11440,Subaru,124.0,2631784,False
299,7121,Toyota,80.0,1033397,False
300,3631,Infiniti,459.0,2558698,False
301,17716,Infiniti,356.0,3121077,False
302,12266,Daewoo,372.0,3477809,False
303,5997,Subaru,492.0,1339123,False
304,6175,Mercedez-Benz,294.0,710328,False
305,2292,Daewoo,329.0,770901,False
306,19268,Infiniti,492.0,2011388,False
307,5134,Ford,462.0,535068,False
308,14652,Mercedez-Benz,451.0,738916,False
309,5958,Nissan,382.0,630353,False
310,19327,Audi,155.0,3593728,False
311,1837,Infiniti,403.0,1503669,False
312,5693,Infiniti,279.0,396864,False
313,7419,Toyota,87.0,2249920,False
314,267,KIA,120.0,3921484,False
315,1634,Ford,466.0,1348292,False
316,17443,Mercedez-Benz,284.0,3073191,False
317,4821,Toyota,281.0,310404,True
318,1657,Audi,269.0,2960492,False
319,1183,Subaru,354.0,1374981,False
320,12728,Infiniti,181.0,928539,False
321,14588,LADA,197.0,239256,False
322,10956,Ford,123.0,2117647,False
323,15903,LADA,349.0,414105,False
324,198,Nissan,144.0,3632025,False
325,15158,Audi,194.0,2452014,False
326,14012,BMW,96.0,3780908,False
327,4839,BMW,435.0,3265969,False
328,239,Ford,367.0,1477336,False
329,3367,Ford,360.0,3536235,False
330,7982,Ford,489.0,3595824,False
331,3148,Toyota,171.0,324191,False
332,13873,Toyota,221.0,2619404,False
333,14156,Subaru,131.0,3184277,False
334,18219,LADA,482.0,3892716,False
335,2219,Infiniti,227.0,3509709,False
336,2892,Infiniti,250.0,3311000,False
337,5360,Ford,340.0,2651254,False
338,7195,Audi,212.0,611183,False
339,14860,Infiniti,328.0,695219,False
340,7083,BMW,128.0,2551849,False
341,2635,BMW,363.0,2815103,False
342,12723,BMW,250.0,1721366,False
343,1895,Toyota,329.0,2649095,False
344,16917,Infiniti,125.0,2448315,False
345,12178,Audi,113.0,2386240,False
346,5416,Audi,93.0,1398938,False
347,4537,Subaru,109.0,3608730,False
348,5304,LADA,384.0,1958624,False
349,6667,BMW,281.0,580835,True
350,16973,BMW,197.0,2221525,False
351,9185,KIA,448.0,435015,False
352,5637,Mercedez-Benz,366.0,3901204,False
353,4553,Nissan,361.0,307432,False
354,16966,Ford,394.0,479667,False
355,13759,Subaru,285.0,3384167,False
356,6871,Nissan,378.0,2881850,False
357,13726,Mercedez-Benz,243.0,2638114,False
358,5421,Audi,271.0,1464661,False
359,3985,Nissan,92.0,2188921,False
360,5891,Toyota,281.0,2118235,True
361,8798,Daewoo,461.0,377733,False
362,2345,LADA,411.0,2714781,False
363,11372,Ford,458.0,1202259,False
364,16593,Toyota,460.0,2426444,False
365,2727,Subaru,434.0,1981321,False
366,4212,Infiniti,281.0,3643566,True
367,17671,Audi,196.0,245696,False
368,475,LADA,117.0,2113286,False
369,3630,Mercedez-Benz,221.0,3561670,False
370,13156,Audi,281.0,3944610,True
371,4470,Subaru,107.0,2365450,False
372,4677,Infiniti,386.0,387902,False
373,12341,BMW,411.0,2963015,False
374,8165,Mercedez-Benz,401.0,2575870,False
375,9209,Infiniti,463.0,3270412,False
376,5247,BMW,123.0,3671922,False
377,17617,Infiniti,252.0,3703475,False
378,18069,Nissan,359.0,2286642,False
379,18379,Daewoo,210.0,3978758,False
380,19243,Nissan,353.0,3861266,False
381,904,Ford,222.0,2350849,False
382,16862,BMW,398.0,832348,False
383,17145,Nissan,484.0,821554,False
384,3183,LADA,389.0,393466,False
385,15211,BMW,281.0,3784969,True
386,13254,LADA,192.0,3521880,False
387,15132,LADA,167.0,3509859,False
388,7448,Subaru,300.0,2935305,False
389,9634,Infiniti,281.0,1042319,True
390,16627,Daewoo,354.0,1371679,False
391,18188,Mercedez-Benz,281.0,1690074,True
392,9198,Audi,343.0,1394212,False
393,3018,Toyota,465.0,363470,False
394,9916,Toyota,189.0,3104893,False
395,7787,BMW,341.0,744032,False
396,3420,Infiniti,173.0,2893061,False
397,3699,KIA,334.0,2737188,False
398,19880,Mercedez-Benz,312.0,3353515,False
399,14232,Daewoo,214.0,2197815,False
400,7496,Nissan,332.0,901993,False
401,9444,Audi,374.0,733022,False
402,17237,BMW,286.0,2176272,False
403,16079,Subaru,494.0,1890065,False
404,14021,Toyota,346.0,2828869,False
405,8551,Toyota,203.0,3160516,False
406,19746,Toyota,178.0,1224785,False
407,16993,Nissan,333.0,2453777,False
408,13458,Audi,424.0,1414668,False
409,9884,Infiniti,161.0,495982,False
410,446,LADA,330.0,2094286,False
411,4589,Infiniti,395.0,1251433,False
412,618,LADA,281.0,3218700,True
413,2890,BMW,295.0,3651467,False
414,14145,KIA,471.0,1363775,False
415,19617,BMW,98.0,3819966,False
416,87,Mercedez-Benz,187.0,1563550,False
417,5036,Subaru,459.0,2545754,False
418,6885,Mercedez-Benz,117.0,836979,False
419,10359,Daewoo,349.0,888736,False
420,4642,BMW,123.0,3624807,False
421,8902,Ford,358.0,575128,False
422,8277,Ford,221.0,2169330,False
423,5704,Mercedez-Benz,115.0,3106002,False
424,13077,BMW,281.0,2044804,True
425,5738,Subaru,472.0,1604715,False
426,15514,Audi,227.0,3273814,False
427,13052,Toyota,377.0,1442940,False
428,17375,Audi,335.0,3399743,False
429,14037,Subaru,285.0,913853,False
430,8438,Audi,281.0,1398975,True
431,5599,Subaru,285.0,695245,False
432,18437,BMW,241.0,2205323,False
433,11345,Daewoo,217.0,3575086,False
434,346,Daewoo,333.0,3636969,False
435,19197,Nissan,132.0,1093530,False
436,16428,KIA,396.0,310813,False
437,17115,Daewoo,220.0,1249179,False
438,15798,Mercedez-Benz,269.0,2450896,False
439,13734,Subaru,415.0,2199718,False
440,18927,BMW,339.0,3044149,False
441,18061,BMW,480.0,917496,False
442,11513,BMW,325.0,3659976,False
443,17115,Audi,430.0,3898698,False
444,17877,Infiniti,82.0,1985580,False
445,9315,Audi,70.0,2025032,False
446,2204,Subaru,490.0,3992834,False
447,7320,Infiniti,403.0,2691794,False
448,17366,LADA,363.0,2761705,False
449,9634,BMW,70.0,2187917,False
450,19598,Infiniti,122.0,3292307,False
451,7411,Nissan,200.0,3148705,False
452,17732,BMW,281.0,2364961,True
453,15875,KIA,216.0,2535634,False
454,2586,Audi,364.0,1745794,False
455,5204,Daewoo,281.0,3157525,True
456,18066,Subaru,187.0,3590062,False
457,19723,KIA,232.0,3597152,False
458,19818,KIA,285.0,3735723,False
459,1963,Subaru,137.0,536071,False
460,12863,Daewoo,198.0,727353,False
461,2100,Infiniti,420.0,2485711,False
462,4971,KIA,476.0,796729,False
463,358,Daewoo,161.0,1705524,False
464,12750,KIA,352.0,451291,False
465,8063,Infiniti,227.0,3549115,False
466,8333,Mercedez-Benz,218.0,246678,False
467,10066,Infiniti,442.0,2864647,False
468,3782,Audi,226.0,3526800,False
469,7896,KIA,251.0,3532873,False
470,16501,Toyota,281.0,264088,True
471,10764,KIA,205.0,760313,False
472,2886,Toyota,209.0,1230663,False
473,12786,Ford,377.0,1173717,False
474,8046,Mercedez-Benz,182.0,2765848,False
475,11810,BMW,80.0,655019,False
476,5162,Infiniti,281.0,2390466,True
477,5129,Toyota,243.0,2363919,False
478,10889,BMW,307.0,2059449,False
479,6715,Subaru,282.0,308885,False
480,17910,Ford,126.0,1022288,False
481,13367,Audi,493.0,1884566,False
482,17391,Nissan,115.0,1551507,False
483,10967,Daewoo,147.0,2956069,False
484,13681,Daewoo,499.0,1531312,False
485,12840,KIA,303.0,996798,False
486,14118,Daewoo,441.0,734962,False
487,9239,Ford,349.0,2197610,False
488,8844,Subaru,356.0,1162192,False
489,10219,Toyota,437.0,2466357,False
490,14630,Ford,221.0,3855519,False
491,6584,KIA,375.0,234867,False
492,3199,Infiniti,241.0,745638,False
493,6798,Daewoo,168.0,3392163,False
494,8265,Nissan,281.0,3364793,True
495,173,Toyota,476.0,1728988,False
496,11672,Nissan,242.0,2283843,False
497,12946,LADA,187.0,3998464,False
498,7632,Toyota,379.0,3254226,False
499,14643,Toyota,397.0,1325010,False
500,8852,LADA,136.0,1229695,False
501,13445,Ford,95.0,2690234,False
502,7007,Daewoo,160.0,3115967,False
503,13367,Mercedez-Benz,447.0,2225205,False
504,3661,Audi,191.0,277583,False
505,15842,Mercedez-Benz,421.0,3058630,False
506,10586,Toyota,166.0,1441215,False
507,4430,BMW,410.0,1421691,False
508,7938,KIA,247.0,2948574,False
509,18813,Toyota,281.0,292235,True
510,3622,Toyota,475.0,3103378,False
511,1868,KIA,478.0,3949470,False
512,11199,Audi,279.0,1619002,False
513,5264,Infiniti,153.0,2404393,False
514,1231,Audi,142.0,2526449,False
515,18861,KIA,121.0,2868089,False
516,17541,Toyota,226.0,1587705,False
517,18586,BMW,102.0,2739228,False
518,10561,Ford,366.0,2861192,False
519,6984,Infiniti,301.0,486633,False
520,17644,Audi,309.0,2247482,False
521,5655,Subaru,366.0,1644957,False
522,5026,Audi,461.0,1417113,False
523,11671,Toyota,415.0,2547391,False
524,14877,KIA,208.0,3650827,False
525,14567,Toyota,291.0,2004540,False
526,12834,BMW,356.0,3165327,False
527,8573,LADA,338.0,258902,False
528,18514,Ford,463.0,658558,False
529,1296,LADA,198.0,1986900,False
530,11648,Mercedez-Benz,101.0,821986,False
531,15622,Infiniti,496.0,1366996,False
532,19083,Ford,281.0,1153296,True
533,4741,Nissan,225.0,2448544,False
534,19243,Mercedez-Benz,456.0,1415126,False
535,16980,Ford,412.0,3657530,False
536,2926,BMW,382.0,2009873,False
537,19179,KIA,437.0,2704200,False
538,11129,Audi,211.0,208391,False
539,10033,BMW,475.0,520537,False
540,13681,Toyota,75.0,1877633,False
541,643,Subaru,431.0,3969313,False
542,6433,Infiniti,258.0,1711286,False
543,14041,Toyota,358.0,1362920,False
544,4980,Audi,281.0,2214324,True
545,15180,LADA,152.0,3686076,False
546,469,LADA,164.0,1823838,False
547,17303,Audi,486.0,2424526,False
548,6111,Infiniti,420.0,3965795,False
549,5625,Subaru,478.0,2386849,False
550,13889,Nissan,176.0,3085061,False
551,5119,Daewoo,480.0,2458233,False
552,7858,Daewoo,454.0,2791808,False
553,6258,Subaru,394.0,1781171,False
554,3165,Mercedez-Benz,163.0,2634824,False
555,11233,Infiniti,489.0,2380392,False
556,4097,BMW,417.0,1391854,False
557,5063,Toyota,315.0,2041556,False
558,6375,Daewoo,332.0,515734,False
559,9694,KIA,470.0,844591,False
560,10304,Nissan,228.0,3228847,False
561,9013,Subaru,480.0,1341510,False
562,13935,Mercedez-Benz,205.0,2010492,False
563,3243,Ford,357.0,1857024,False
564,15921,Mercedez-Benz,281.0,1371971,True
565,12674,Nissan,467.0,3716588,False
566,5639,Daewoo,233.0,1132885,False
567,12470,Mercedez-Benz,440.0,1782410,False
568,15649,Subaru,191.0,2123453,False
569,14319,Subaru,306.0,2086108,False
570,5771,Nissan,252.0,2567227,False
571,1624,Mercedez-Benz,128.0,1620253,False
572,13748,Subaru,494.0,317576,False
573,5809,Ford,347.0,1983975,False
574,18774,Toyota,108.0,1239048,False
575,14761,Audi,468.0,3733681,False
576,8690,Ford,340.0,3139284,False
577,18609,Nissan,146.0,264897,False
578,9600,Audi,244.0,2412262,False
579,13490,BMW,180.0,1753916,False
580,18058,Nissan,277.0,3005425,False
581,1748,Daewoo,306.0,355850,False
582,18572,Toyota,441.0,959861,False
583,3675,BMW,190.0,537404,False
584,466,KIA,281.0,2331535,True
585,10204,Daewoo,265.0,2986670,False
586,15704,Subaru,378.0,3039003,False
587,5087,Audi,281.0,2658126,True
588,16712,Audi,192.0,1866183,False
589,1757,Subaru,343.0,2834748,False
590,4922,Audi,276.0,3225630,False
591,12414,Mercedez-Benz,281.0,1362130,True
592,7733,Ford,424.0,1373833,False
593,4640,Mercedez-Benz,127.0,1228911,False
594,19875,Daewoo,85.0,275155,False
595,9096,Ford,479.0,1790664,False
596,8535,Infiniti,202.0,1398635,False
597,665,LADA,191.0,2099720,False
598,8608,Ford,313.0,1266015,False
599,1832,Ford,464.0,2269775,False
600,19312,KIA,337.0,2588645,False
601,10152,Mercedez-Benz,400.0,2056920,False
602,7359,Ford,278.0,3313851,False
603,467,Infiniti,469.0,2956206,False
604,12082,Toyota,281.0,3394845,True
605,9831,Infiniti,323.0,3466326,False
606,12689,Subaru,281.0,2109660,True
607,12169,LADA,116.0,3936722,False
608,14754,Infiniti,222.0,664468,False
609,11998,LADA,263.0,3585818,False
610,6061,Subaru,159.0,3193202,False
611,15404,Ford,155.0,2492121,False
612,17480,Infiniti,156.0,3818666,False
613,15100,Subaru,174.0,627903,False
614,1227,Nissan,205.0,2265858,False
615,1683,Toyota,197.0,1172687,False
616,19396,Infiniti,310.0,1265074,False
617,16807,Toyota,382.0,461966,False
618,6950,Ford,406.0,722000,False
619,15979,Subaru,281.0,1462659,True
620,1148,Nissan,172.0,3474959,False
621,9194,KIA,179.0,2535925,False
622,14144,Toyota,493.0,2627227,False
623,3700,Daewoo,140.0,3154943,False
624,13167,KIA,252.0,764044,False
625,1384,Ford,318.0,3113540,False
626,6809,KIA,410.0,3437267,False
627,18375,Daewoo,178.0,1248637,False
628,11789,Daewoo,264.0,3848720,False
629,17667,LADA,435.0,1425185,False
630,146,LADA,94.0,1014168,False
631,13374,BMW,452.0,658820,False
632,4196,BMW,183.0,434203,False
633,6269,Subaru,386.0,2212235,False
634,1585,Audi,271.0,476854,False
635,6507,Daewoo,351.0,2351884,False
636,18973,Audi,289.0,1677309,False
637,18912,Infiniti,215.0,1110273,False
638,9584,KIA,465.0,2172141,False
639,18029,LADA,349.0,855091,False
640,8602,Ford,365.0,3532583,False
641,10712,Toyota,129.0,3828435,False
642,15162,Infiniti,466.0,3088359,False
643,12212,Nissan,388.0,1997135,False
644,10670,Toyota,486.0,2093337,False
645,2387,Daewoo,147.0,1309688,False
646,14448,Mercedez-Benz,320.0,2384237,False
647,8295,Nissan,236.0,1638281,False
648,12523,Subaru,311.0,3632597,False
649,8164,Subaru,281.0,747079,True
650,5439,Ford,215.0,1512342,False
651,16712,Ford,483.0,1917137,False
652,9510,Daewoo,112.0,2456135,False
653,496,Audi,300.0,3483942,False
654,15135,Toyota,269.0,2131677,False
655,18481,Nissan,213.0,1412865,False
656,7758,Toyota,351.0,3493740,False
657,12913,Daewoo,104.0,2012942,False
658,581,Daewoo,243.0,2244753,False
659,944,KIA,105.0,1306207,False
660,18291,Audi,425.0,992404,False
661,2833,Daewoo,299.0,1726854,False
662,17417,LADA,488.0,1820859,False
663,14559,Mercedez-Benz,281.0,1413533,True
664,4111,BMW,281.0,641598,True
665,8487,Toyota,142.0,3645586,False
666,17791,LADA,366.0,2336366,False
667,4905,Mercedez-Benz,121.0,2558944,False
668,13356,LADA,485.0,391506,False
669,18144,Infiniti,433.0,2304956,False
670,767,BMW,247.0,1805082,False
671,15790,LADA,350.0,3707913,False
672,6123,Audi,248.0,1487351,False
673,13460,Infiniti,173.0,3847542,False
674,110,Mercedez-Benz,206.0,3167853,False
675,19800,Audi,354.0,1880608,False
676,11091,BMW,214.0,3289269,False
677,10656,Toyota,401.0,1173277,False
678,5343,Infiniti,281.0,2937392,True
679,9410,Ford,251.0,3627488,False
680,3387,Mercedez-Benz,419.0,1768152,False
681,18210,Nissan,131.0,3581877,False
682,7569,Ford,409.0,3341537,False
683,16930,Daewoo,355.0,1186121,False
684,7536,Audi,410.0,2180142,False
685,15729,KIA,281.0,3373938,True
686,12702,Toyota,484.0,3902986,False
687,8274,Subaru,333.0,1563938,False
688,19023,Toyota,116.0,2583251,False
689,12201,KIA,281.0,931635,True
690,16366,Nissan,213.0,316921,False
691,14406,Daewoo,265.0,3981420,False
692,19224,Audi,384.0,637593,False
693,18914,Daewoo,256.0,3425391,False
694,12769,Audi,131.0,1919787,False
695,379,LADA,235.0,3807533,False
696,18429,Infiniti,417.0,3918986,False
697,12904,Audi,114.0,483751,False
