ID,ID_person,Square,Rooms,Price,Rooms_indicator
508,12908,113,5.0,44070,False
509,17923,60,4.0,16440,True
510,6198,124,5.0,33976,False
511,4983,60,3.0,18840,False
512,16113,52,3.0,16224,False
513,16832,67,4.0,16348,False
514,13425,94,4.0,36472,False
515,2260,53,3.0,13144,False
516,19807,45,2.0,9315,False
517,8806,80,5.0,19680,False
518,11728,69,3.0,22218,False
519,11373,91,5.0,27391,False
520,11840,125,6.0,39000,False
521,14652,50,2.0,10450,False
522,12795,47,3.0,15416,False
523,9876,84,4.0,30072,False
524,11957,104,5.0,30160,False
525,17742,84,3.0,31668,False
526,1360,64,3.0,24320,False
527,17175,59,4.0,14573,True
528,9684,82,3.0,29684,False
529,7764,95,5.0,37240,False
530,2294,93,4.0,28551,False
531,17818,58,2.0,12412,False
532,3805,70,4.0,25480,False
533,14719,37,2.0,12987,False
534,19543,44,1.0,15972,False
535,12425,109,7.0,40984,False
536,15125,124,5.0,35960,False
537,11439,82,3.0,19434,False
538,13016,83,4.0,21248,False
539,415,67,3.0,16750,False
540,17277,114,4.0,26904,False
541,10198,125,7.0,41500,False
542,699,84,3.0,29904,False
543,3724,75,4.0,22275,False
544,9063,93,4.0,30690,False
545,7472,94,6.0,26508,False
546,13813,65,3.0,23205,False
547,9517,47,4.0,12549,True
548,15364,98,5.0,23520,False
549,6252,68,3.0,15980,False
550,5194,69,2.0,26979,False
551,11148,79,4.0,27492,False
552,4484,92,4.0,32108,False
553,3725,34,1.0,11356,False
554,5568,77,4.0,20867,True
555,5449,108,6.0,25596,False
556,11577,52,3.0,19396,False
557,10863,58,2.0,18676,False
558,11697,83,4.0,24817,False
559,12822,97,6.0,27160,False
560,19829,122,6.0,47580,False
561,12896,64,2.0,16128,False
562,165,34,1.0,12070,False
563,4429,124,7.0,24924,False
564,3120,32,2.0,8448,False
565,18989,88,5.0,29128,False
566,4542,109,4.0,30520,False
567,6244,92,4.0,28704,True
568,1586,37,1.0,8251,False
569,8379,77,5.0,18172,False
570,5775,39,4.0,8229,True
571,14238,116,5.0,35960,False
572,10458,73,3.0,15841,False
573,2677,94,5.0,27542,False
574,14883,50,3.0,18700,False
575,13783,50,4.0,16100,True
576,11614,106,4.0,30422,True
577,19975,88,4.0,33616,False
578,13201,108,4.0,39204,False
579,10286,34,1.0,13498,False
580,15151,59,2.0,14750,False
581,4565,68,4.0,21488,False
582,19400,53,4.0,19928,True
583,2451,68,2.0,15028,False
584,13919,85,5.0,24565,False
585,17685,123,7.0,44649,False
586,9683,30,1.0,11940,False
587,17777,64,2.0,20416,False
588,19928,79,3.0,16195,False
589,13523,93,5.0,35154,False
590,742,120,6.0,32880,False
591,3749,110,5.0,35090,False
592,9875,53,3.0,10706,False
593,16926,120,6.0,39480,False
594,3762,54,4.0,18792,True
595,661,129,5.0,36894,False
596,8300,52,2.0,18096,False
597,9488,116,6.0,29000,False
598,9608,101,4.0,29189,False
599,16298,70,4.0,22330,False
600,4368,97,4.0,36957,False
601,18374,65,3.0,24700,False
602,2675,74,3.0,19610,False
603,10519,117,5.0,34047,False
604,18601,51,2.0,16983,False
605,1273,103,5.0,22866,False
606,8750,56,2.0,12656,False
607,17680,40,1.0,14520,False
608,18603,51,2.0,18513,False
609,4402,87,3.0,24012,False
610,1744,120,6.0,42840,False
611,14335,77,5.0,17094,False
612,17458,93,5.0,30411,False
613,13965,79,3.0,22831,False
614,8739,47,2.0,10951,False
615,18095,98,4.0,22638,False
616,5943,63,3.0,12663,False
617,465,115,5.0,35190,False
618,6267,37,4.0,13098,True
619,4065,79,4.0,26781,False
620,712,106,5.0,41658,False
621,15178,36,1.0,8136,False
622,11316,89,4.0,22517,False
623,366,86,4.0,25284,True
624,18747,41,2.0,13940,False
625,7409,71,3.0,22081,False
626,1770,109,6.0,32264,False
627,5460,90,4.0,35460,False
628,5143,119,5.0,43197,False
629,2564,55,2.0,13090,False
630,4280,31,1.0,11811,False
631,2627,115,6.0,35305,False
632,18587,56,2.0,18480,False
633,11522,129,6.0,48633,False
634,1091,114,7.0,36822,False
635,11475,70,3.0,17850,False
636,16514,44,4.0,12276,True
637,3960,38,1.0,14402,False
638,7205,71,3.0,19596,False
639,2823,38,2.0,9614,False
640,17982,108,6.0,42120,False
641,3144,88,4.0,25168,False
642,8606,82,3.0,29602,False
643,12018,64,4.0,18176,False
644,7088,119,7.0,36533,False
645,7532,34,1.0,12410,False
646,18187,78,3.0,29406,False
647,8961,76,5.0,30324,False
648,11484,114,6.0,40128,False
649,9433,47,2.0,17390,False
650,8425,59,2.0,14337,False
651,8372,119,7.0,47362,False
652,13103,47,2.0,15980,False
653,2272,76,3.0,28728,False
654,2922,86,4.0,25026,False
655,10999,91,6.0,22022,False
656,19152,103,6.0,24308,False
657,8084,40,2.0,14400,False
658,10320,78,3.0,16692,False
659,1255,96,4.0,28032,True
660,16572,104,5.0,31096,False
661,8880,107,4.0,40339,False
662,5959,32,1.0,6688,False
663,10115,108,7.0,41472,False
664,4213,117,7.0,43407,False
665,7052,95,6.0,26505,False
666,10987,38,4.0,14174,True
667,13833,123,6.0,34563,False
668,12358,115,6.0,25645,False
669,1417,129,5.0,44247,False
670,14355,102,6.0,35598,False
671,5999,97,6.0,32592,False
672,6009,44,2.0,12848,False
673,17676,98,5.0,36456,False
674,7242,45,3.0,16200,False
675,5555,56,2.0,21504,False
676,13551,49,2.0,18424,False
677,9119,68,4.0,21148,False
678,3116,105,6.0,32235,False
679,17628,32,1.0,9024,False
680,9278,128,5.0,29824,False
681,18176,65,2.0,22035,False
682,16867,64,4.0,18368,False
683,408,81,4.0,16524,False
684,1735,76,3.0,21280,False
685,7004,113,7.0,37403,False
686,724,71,3.0,26696,False
687,2276,127,7.0,40640,False
688,4510,74,4.0,17686,False
689,19486,55,2.0,18535,False
690,7362,103,4.0,27192,False
691,13618,94,6.0,33088,False
692,18050,53,2.0,12243,False
693,9153,124,7.0,45260,False
694,12875,57,2.0,22401,False
695,3177,57,3.0,21774,False
696,6382,54,3.0,14094,False
697,11629,110,6.0,32670,False
698,7823,35,1.0,8365,False
699,15032,42,1.0,16296,False
700,14302,123,5.0,40344,False
701,11497,105,7.0,34965,False
702,14125,106,6.0,28196,False
703,5216,99,5.0,31284,False
704,2172,94,3.0,28388,False
705,16693,46,2.0,9200,False
706,12212,84,3.0,21840,False
707,1134,129,4.0,37023,True
708,9261,99,5.0,20691,False
709,3481,99,4.0,20988,False
710,6310,105,6.0,26565,False
711,16764,103,6.0,25235,False
712,15518,125,4.0,42875,True
713,7555,113,4.0,42601,False
714,5282,95,6.0,30020,False
715,14653,74,4.0,17760,False
716,19192,108,6.0,37260,False
717,5045,30,1.0,6270,False
718,16888,55,2.0,11110,False
719,14810,36,2.0,12528,False
720,11088,37,1.0,8510,False
721,17610,112,4.0,29344,False
722,17135,69,4.0,16215,True
723,5145,124,5.0,44888,False
724,3956,80,4.0,21280,False
725,7505,57,3.0,19152,False
726,13431,117,5.0,27144,False
727,1741,124,5.0,49104,False
728,4833,48,2.0,14304,False
729,12381,102,5.0,28968,False
730,17839,102,5.0,35496,False
731,9917,115,6.0,44965,False
732,18447,45,3.0,14490,False
733,13669,36,4.0,13500,True
734,15555,116,7.0,28304,False
735,18553,101,5.0,35855,False
736,17618,73,3.0,28835,False
737,8811,64,3.0,21696,False
738,971,54,3.0,16902,False
739,12250,92,5.0,22172,False
740,18757,118,5.0,37878,False
741,9506,80,3.0,18800,False
742,15162,109,4.0,37605,False
743,4775,110,4.0,43230,True
744,10457,34,1.0,7310,False
745,6688,70,3.0,18410,False
746,12808,128,8.0,28032,False
747,5432,78,5.0,22542,False
748,2966,44,1.0,16764,False
749,3308,108,4.0,36072,False
750,16025,61,2.0,15555,False
751,7945,96,4.0,33600,False
752,1083,48,2.0,12048,False
753,1656,116,7.0,43848,False
754,18327,100,5.0,35900,False
755,19538,81,4.0,23733,False
756,10996,102,5.0,38760,False
757,18599,91,4.0,35763,False
758,17908,86,4.0,24338,True
759,4935,90,4.0,22500,True
760,16503,39,2.0,10413,False
761,655,36,4.0,11592,True
762,12645,78,3.0,23790,False
763,1211,59,3.0,13098,False
764,8780,50,2.0,12000,False
765,7335,61,3.0,18544,False
766,15476,42,2.0,14280,False
767,4602,41,2.0,13038,False
768,11642,113,5.0,36273,False
769,10167,93,3.0,24459,False
770,15076,54,3.0,17388,False
771,14059,115,5.0,36225,False
772,4853,40,2.0,14040,False
773,3738,91,5.0,20384,False
774,3486,77,3.0,29799,False
775,11072,70,3.0,14070,False
776,16240,97,5.0,22213,False
777,4412,115,5.0,35880,False
778,11424,55,3.0,12100,False
779,1799,49,2.0,11074,False
780,7704,97,5.0,23668,False
781,13911,57,2.0,14022,False
782,12702,119,4.0,34986,False
783,16364,121,4.0,31944,True
784,283,32,1.0,7296,False
785,6804,112,5.0,44576,False
786,15917,100,4.0,23000,False
787,6196,61,3.0,20923,False
788,9454,91,3.0,19838,False
789,11933,40,2.0,15680,False
790,13630,111,4.0,44178,True
791,5007,61,2.0,14884,False
792,12905,92,4.0,34132,False
793,4844,45,4.0,14040,True
794,17557,79,5.0,31284,False
795,12609,35,1.0,11095,False
796,6942,108,7.0,22464,False
797,7473,33,1.0,10758,False
798,12112,105,6.0,36120,False
799,14872,73,4.0,18907,False
800,3291,44,1.0,13068,False
801,11711,118,5.0,45784,False
802,1279,72,4.0,17784,True
803,3307,102,4.0,34170,False
804,19516,53,4.0,18709,True
805,5325,35,1.0,13580,False
806,18451,82,4.0,21484,False
807,9303,56,3.0,12880,False
808,17107,96,4.0,23136,False
809,13935,60,3.0,21900,False
810,16191,101,6.0,34340,False
811,8141,79,4.0,28756,False
812,1401,101,5.0,23331,False
813,7314,118,6.0,40356,False
814,10459,43,1.0,16942,False
815,15384,108,4.0,25164,False
816,2154,76,3.0,20140,False
817,10346,58,2.0,20590,False
818,7423,77,4.0,25487,False
819,18384,82,3.0,27060,False
820,913,55,2.0,14575,False
821,6117,67,2.0,24790,False
822,15023,60,3.0,15360,False
823,11408,126,7.0,26586,False
824,12531,86,3.0,20210,False
825,17714,70,4.0,17360,False
826,15572,64,3.0,23808,False
827,5622,60,3.0,22080,False
828,13585,60,4.0,20280,True
829,6673,90,3.0,34740,False
830,7764,78,3.0,25038,False
831,9432,53,2.0,17225,False
832,3877,75,3.0,28875,False
833,5939,39,2.0,13143,False
834,11106,89,4.0,28302,True
835,1202,45,1.0,16560,False
836,15268,118,6.0,44368,False
837,4346,94,3.0,28106,False
838,2782,101,5.0,24038,False
839,11442,65,3.0,13130,False
840,10741,128,6.0,28928,False
841,18669,60,3.0,16740,False
842,12105,62,3.0,14942,False
843,15371,125,8.0,49250,False
844,2243,85,4.0,25925,False
845,1267,72,4.0,27720,False
846,13927,117,6.0,32058,False
847,10401,41,4.0,8692,True
848,9479,41,2.0,8446,False
849,13121,125,8.0,33625,False
850,1467,34,1.0,13124,False
851,9694,99,4.0,29502,False
852,3355,94,4.0,31772,False
853,2388,91,4.0,28938,False
854,9549,56,2.0,21280,False
855,3929,59,3.0,19883,False
856,4304,34,1.0,8670,False
857,7608,45,2.0,17595,False
858,3831,90,6.0,28440,False
859,4899,126,8.0,37296,False
860,5876,108,7.0,27972,False
861,12326,36,1.0,13320,False
862,12988,71,3.0,21300,False
863,10165,99,5.0,22077,False
864,691,85,4.0,27370,False
865,7650,102,4.0,27234,True
866,4732,128,7.0,44416,False
867,4493,59,3.0,16874,False
868,9271,69,2.0,20148,False
869,9153,124,6.0,34472,False
870,523,77,4.0,27951,True
871,1022,95,4.0,31540,False
872,9774,93,4.0,36549,True
