10458,10458,12380,LADA,180.0,2785774,False
8606,8606,16286,BMW,81.0,1801841,False
562,562,13935,Mercedez-Benz,205.0,2010492,False
9522,9522,2264,LADA,200.0,3823032,False
1793,1793,17199,Infiniti,435.0,620707,False
13136,13136,7561,Infiniti,138.0,1688275,False
11455,11455,18067,Toyota,257.0,3516356,False
12934,12934,14655,Mercedez-Benz,416.0,946902,False
109,109,16286,Daewoo,371.0,1616074,False
4136,4136,11340,BMW,177.0,560283,False
12663,12663,5597,Infiniti,469.0,1825949,False
13629,13629,12709,BMW,90.0,1907955,False
5228,5228,11240,Mercedez-Benz,218.0,3806271,False
13631,13631,10567,Ford,426.0,1353076,False
13611,13611,3111,BMW,403.0,3224811,False
14719,14719,18138,LADA,497.0,1482223,False
7814,7814,18412,Ford,268.0,1335241,False
11695,11695,13020,Daewoo,278.0,2550018,False
6042,6042,7274,Subaru,101.0,1073375,False
8013,8013,5597,Toyota,450.0,3296902,False
10084,10084,8967,BMW,283.0,429931,False
10682,10682,10544,Mercedez-Benz,379.0,1718222,False
3337,3337,5525,Ford,451.0,2829675,False
6777,6777,10375,Infiniti,457.0,3690375,False
5551,5551,3111,Subaru,300.0,3488660,False
952,952,7274,Mercedez-Benz,439.0,1383254,False
2629,2629,12331,BMW,480.0,3053473,False
12154,12154,17949,Nissan,80.0,2236095,False
1900,1900,10533,Ford,173.0,324165,False
11564,11564,7274,LADA,394.0,2812864,False
14556,14556,19219,Mercedez-Benz,392.0,2134128,False
1598,1598,9522,Subaru,455.0,3960595,False
3151,3151,13020,LADA,131.0,1129912,False
4185,4185,11240,Infiniti,136.0,1491697,False
1080,1080,10567,Ford,492.0,200800,False
4103,4103,15275,Ford,98.0,1856994,False
13243,13243,10567,Daewoo,281.0,3450080,True
5032,5032,17949,BMW,301.0,861506,False
5714,5714,804,LADA,281.0,3692846,True
6613,6613,18995,Mercedez-Benz,281.0,1483114,True
5994,5994,13705,LADA,144.0,2000765,False
14514,14514,5142,Daewoo,260.0,578034,False
718,718,18412,Toyota,352.0,228831,False
1542,1542,5811,Mercedez-Benz,419.0,3454563,False
7917,7917,11430,Subaru,237.0,1515487,False
11979,11979,4297,LADA,341.0,456917,False
4967,4967,14568,LADA,458.0,2880217,False
6958,6958,14254,Toyota,334.0,810383,False
8901,8901,7206,BMW,397.0,3128540,False
9815,9815,2474,Nissan,343.0,1954290,False
3980,3980,18852,BMW,139.0,1604396,False
12000,12000,13329,Audi,425.0,1112519,False
14953,14953,19554,Daewoo,211.0,3034890,False
11958,11958,5684,Ford,96.0,791064,False
7403,7403,952,Subaru,393.0,2852464,False
11005,11005,13058,Subaru,233.0,276370,False
4924,4924,7206,Audi,186.0,1045566,False
5050,5050,952,Audi,351.0,1648554,False
11468,11468,13692,BMW,219.0,3758847,False
6895,6895,6453,Toyota,368.0,353752,False
12504,12504,2018,BMW,281.0,3584745,True
6450,6450,5752,LADA,256.0,329212,False
2250,2250,13058,Subaru,281.0,877015,True
5902,5902,2018,Nissan,131.0,2848490,False
5189,5189,487,Subaru,151.0,3403665,False
4770,4770,12103,Subaru,368.0,1391307,False
2803,2803,7589,LADA,101.0,485745,False
8360,8360,8366,BMW,147.0,2329767,False
11124,11124,3112,KIA,342.0,2143212,False
10419,10419,13329,Subaru,355.0,1588932,False
6801,6801,7120,LADA,281.0,2827814,True
11995,11995,7206,Ford,108.0,2331838,False
4745,4745,19554,Audi,430.0,647747,False
11764,11764,11430,Ford,312.0,2557437,False
1896,1896,2018,Audi,116.0,1223790,False
9393,9393,778,BMW,336.0,3103985,False
741,741,952,KIA,121.0,3273939,False
748,748,9908,LADA,418.0,2534690,False
8250,8250,2961,Subaru,447.0,2310616,False
14612,14612,5709,Audi,283.0,3637632,False
13421,13421,7120,KIA,277.0,818909,False
3114,3114,14568,Daewoo,397.0,1450185,False
9180,9180,11268,Audi,179.0,3325684,False
12877,12877,2872,Infiniti,376.0,599155,False
1388,1388,4203,Toyota,281.0,1865466,True
10227,10227,8486,Toyota,77.0,995936,False
14971,14971,11156,LADA,403.0,3171495,False
12866,12866,2986,BMW,351.0,2217638,False
4828,4828,3127,Infiniti,330.0,3232246,False
9323,9323,3829,Ford,394.0,2522180,False
12035,12035,3299,LADA,144.0,1430791,False
9222,9222,11680,Infiniti,284.0,753104,False
11593,11593,14117,Ford,378.0,3716506,False
3335,3335,9011,Daewoo,281.0,1084336,True
12942,12942,7620,Ford,292.0,3974742,False
1749,1749,19665,KIA,463.0,2615840,False
2608,2608,19520,Audi,162.0,327267,False
8309,8309,12320,Mercedez-Benz,328.0,214026,False
8328,8328,4921,Infiniti,83.0,1307235,False
11085,11085,3299,KIA,404.0,1987261,False
6276,6276,8698,Audi,208.0,3267464,False
8272,8272,8486,Subaru,215.0,2082074,False
10434,10434,11156,KIA,281.0,1203902,True
10404,10404,18353,Infiniti,284.0,957195,False
8254,8254,9019,LADA,382.0,748750,False
9442,9442,17542,Daewoo,212.0,251917,False
13498,13498,18353,Infiniti,87.0,1594813,False
2894,2894,7518,Mercedez-Benz,206.0,3529283,False
9098,9098,12320,Subaru,363.0,2526098,False
3672,3672,4492,Ford,466.0,3271474,False
2762,2762,3127,Audi,472.0,2596611,False
1565,1565,8486,Nissan,183.0,682589,False
12551,12551,13423,Mercedez-Benz,175.0,562901,False
12549,12549,5629,Ford,291.0,372816,False
112,112,17152,LADA,281.0,3911590,True
5351,5351,10912,Daewoo,281.0,1338541,True
12667,12667,13019,Audi,281.0,1726691,True
5066,5066,16668,Audi,110.0,3082283,False
8623,8623,14435,Mercedez-Benz,208.0,1454477,False
2661,2661,9864,Ford,482.0,1748525,False
7521,7521,12676,BMW,337.0,2564560,False
12481,12481,6129,Daewoo,292.0,987617,False
26,26,15802,Audi,106.0,3263098,False
716,716,11675,KIA,272.0,2710645,False
14850,14850,5938,Ford,183.0,3509556,False
12718,12718,14449,Daewoo,132.0,756487,False
771,771,14505,Nissan,262.0,1040937,False
4095,4095,18801,Toyota,90.0,1681614,False
14115,14115,8492,Subaru,186.0,2339522,False
10187,10187,16068,Toyota,359.0,3543818,False
1660,1660,15662,Infiniti,162.0,558727,False
12487,12487,9337,LADA,414.0,1804103,False
5675,5675,8492,Nissan,152.0,1124090,False
13343,13343,11084,Mercedez-Benz,317.0,2841249,False
12447,12447,8718,Audi,308.0,1907181,False
5477,5477,8174,Audi,360.0,1557748,False
5982,5982,9978,LADA,461.0,2091080,False
9217,9217,8718,Nissan,334.0,2861810,False
14200,14200,12676,BMW,138.0,3102192,False
3323,3323,5938,LADA,441.0,1294740,False
12809,12809,9978,Infiniti,411.0,980953,False
14275,14275,14505,Subaru,166.0,2327992,False
10037,10037,10360,LADA,204.0,361195,False
1789,1789,11675,BMW,305.0,1626164,False
10362,10362,14449,KIA,96.0,944015,False
12129,12129,8545,LADA,368.0,2172617,False
8886,8886,773,BMW,475.0,2102915,False
2187,2187,8718,Ford,172.0,3339499,False
10684,10684,5938,Mercedez-Benz,444.0,345760,False
3014,3014,13640,Subaru,496.0,1702251,False
2704,2704,8174,Infiniti,281.0,3573155,True
10959,10959,14449,Mercedez-Benz,499.0,502619,False
6012,6012,13045,Ford,198.0,1241888,False
14530,14530,1030,BMW,441.0,3097224,False
11946,11946,5412,Ford,202.0,2279980,False
13106,13106,713,Ford,227.0,317619,False
5430,5430,7936,LADA,91.0,1845909,False
14367,14367,13645,Nissan,485.0,2780157,False
8669,8669,7231,Audi,172.0,3542851,False
12034,12034,7231,BMW,281.0,2249702,True
5743,5743,9907,Subaru,476.0,3630434,False
12924,12924,713,LADA,361.0,2343662,False
14089,14089,5291,Nissan,135.0,2068280,False
2919,2919,17846,LADA,281.0,305228,True
6807,6807,3589,Toyota,445.0,248967,False
14088,14088,14668,Mercedez-Benz,86.0,3280024,False
5166,5166,1170,Toyota,408.0,3612449,False
12839,12839,13645,KIA,84.0,2145529,False
4992,4992,10083,LADA,281.0,2673981,True
8976,8976,1170,Subaru,452.0,1829276,False
14562,14562,11056,Infiniti,319.0,1726702,False
14130,14130,16598,KIA,189.0,3162733,False
7346,7346,5291,Subaru,177.0,3542716,False
1434,1434,4879,Mercedez-Benz,222.0,3832114,False
10713,10713,17846,Subaru,149.0,3256074,False
8067,8067,5412,Daewoo,75.0,2040218,False
535,535,16980,Ford,412.0,3657530,False
4889,4889,15630,Mercedez-Benz,431.0,736171,False
5029,5029,19528,BMW,80.0,2066064,False
3785,3785,15630,Infiniti,399.0,678253,False
12845,12845,7000,LADA,478.0,1846283,False
1433,1433,4360,Subaru,101.0,3785486,False
7237,7237,14397,KIA,345.0,554038,False
10770,10770,16268,Ford,307.0,838329,False
14660,14660,2362,Infiniti,450.0,1856209,False
9423,9423,15288,Mercedez-Benz,360.0,3928573,False
11009,11009,13259,KIA,147.0,1062374,False
3458,3458,16158,Nissan,362.0,1176429,False
14737,14737,15630,Nissan,117.0,2391709,False
1537,1537,15014,Toyota,420.0,2280936,False
14762,14762,7000,Ford,226.0,3909937,False
512,512,11199,Audi,279.0,1619002,False
10727,10727,7278,Ford,85.0,344751,False
11026,11026,2362,Ford,229.0,1426012,False
12572,12572,12748,KIA,76.0,288891,False
4244,4244,15630,KIA,270.0,579470,False
12106,12106,7278,Toyota,479.0,1559823,False
14934,14934,15630,Ford,477.0,833777,False
13134,13134,11199,Subaru,207.0,3122173,False
11819,11819,7210,KIA,281.0,1416578,True
3582,3582,2773,BMW,94.0,3766616,False
5301,5301,547,Audi,96.0,373934,False
8168,8168,15014,Ford,92.0,1150979,False
3685,3685,12748,Mercedez-Benz,283.0,2037008,False
10596,10596,547,Ford,311.0,3156935,False
3268,3268,17820,BMW,281.0,3035082,True
2086,2086,8113,Ford,397.0,2038664,False
12615,12615,8113,Ford,492.0,2255867,False
4051,4051,3979,Infiniti,391.0,3970426,False
6306,6306,18920,Infiniti,451.0,3971174,False
5198,5198,19654,Subaru,151.0,2485946,False
8775,8775,8113,Ford,255.0,2894130,False
6286,6286,624,Mercedez-Benz,147.0,1825378,False
13452,13452,908,Nissan,92.0,2112284,False
12589,12589,14578,Toyota,99.0,1635824,False
14136,14136,11019,Mercedez-Benz,399.0,678543,False
12543,12543,5079,Nissan,122.0,3326949,False
565,565,12674,Nissan,467.0,3716588,False
8662,8662,9491,Infiniti,124.0,784269,False
1515,1515,5079,Subaru,380.0,1502644,False
4127,4127,785,Daewoo,300.0,2616833,False
1831,1831,8113,LADA,136.0,2941913,False
1336,1336,5079,KIA,99.0,925446,False
7926,7926,8113,KIA,141.0,3723627,False
8873,8873,6143,Toyota,318.0,3499583,False
1294,1294,17871,Toyota,281.0,3854397,True
13753,13753,9790,KIA,402.0,2972741,False
11507,11507,5865,BMW,249.0,771947,False
13731,13731,709,Subaru,283.0,2185716,False
753,753,986,Toyota,222.0,3945912,False
1940,1940,9790,Infiniti,370.0,1345226,False
13914,13914,9491,Subaru,335.0,3636294,False
12161,12161,13702,BMW,397.0,2864198,False
40,40,13702,Nissan,421.0,665465,False
5981,5981,1576,Daewoo,429.0,3159984,False
7815,7815,6983,Mercedez-Benz,229.0,3378073,False
13887,13887,216,Ford,371.0,2646012,False
12470,12470,9711,Daewoo,291.0,1825137,False
6124,6124,3491,Mercedez-Benz,125.0,3066835,False
3402,3402,7642,BMW,201.0,909030,False
7159,7159,33,Daewoo,368.0,3817203,False
12368,12368,2516,Daewoo,305.0,2529751,False
5304,5304,3633,Nissan,129.0,2947069,False
11022,11022,3491,Daewoo,227.0,3018182,False
11626,11626,10657,KIA,91.0,3560897,False
9091,9091,4413,Daewoo,186.0,2346072,False
4994,4994,216,KIA,278.0,3133051,False
3346,3346,15433,Ford,266.0,2200359,False
14348,14348,3491,Infiniti,113.0,1531449,False
6083,6083,7216,BMW,169.0,2025241,False
5455,5455,3491,KIA,250.0,2794024,False
12985,12985,19732,BMW,116.0,3028045,False
7533,7533,1576,LADA,422.0,2613526,False
509,509,18813,Toyota,281.0,292235,True
505,505,15842,Mercedez-Benz,421.0,3058630,False
495,495,173,Toyota,476.0,1728988,False
2875,2875,4826,Daewoo,130.0,1821274,False
10782,10782,2609,KIA,450.0,1714725,False
13859,13859,18320,Infiniti,70.0,1157998,False
12412,12412,2632,KIA,287.0,2962387,False
11076,11076,7286,Toyota,117.0,2810123,False
6372,6372,7495,Daewoo,256.0,2319671,False
2113,2113,4826,Toyota,265.0,2831977,False
4058,4058,301,Ford,277.0,2274868,False
12616,12616,1704,Subaru,220.0,3408102,False
6488,6488,5747,LADA,499.0,1898834,False
14883,14883,173,Audi,127.0,1574950,False
4692,4692,1923,Toyota,133.0,2093757,False
6045,6045,5747,Nissan,445.0,2377045,False
5528,5528,4826,LADA,275.0,3929371,False
733,733,3317,Audi,276.0,367423,False
3966,3966,1704,LADA,94.0,997646,False
14405,14405,5175,KIA,281.0,1621950,True
11630,11630,17335,KIA,331.0,2464693,False
3027,3027,17335,Infiniti,202.0,2973873,False
5462,5462,13777,Ford,350.0,2546227,False
11251,11251,8955,KIA,131.0,985776,False
3800,3800,17335,BMW,344.0,2393366,False
10327,10327,19901,LADA,84.0,681629,False
2203,2203,12490,Nissan,434.0,2796169,False
1302,1302,301,Daewoo,443.0,2376100,False
9607,9607,11787,Audi,232.0,541461,False
13029,13029,17817,KIA,263.0,1022324,False
8694,8694,16008,LADA,302.0,2575493,False
12564,12564,10390,Audi,426.0,3954947,False
13163,13163,16330,Mercedez-Benz,175.0,3848702,False
1186,1186,6327,KIA,244.0,2788843,False
8419,8419,6327,Infiniti,149.0,1634731,False
13196,13196,16951,Toyota,134.0,1041213,False
1508,1508,13682,Subaru,159.0,1528507,False
8121,8121,3459,Toyota,232.0,3727810,False
12424,12424,2030,LADA,257.0,735983,False
13725,13725,12877,BMW,451.0,2268377,False
3040,3040,15312,BMW,251.0,1310244,False
14211,14211,2030,LADA,174.0,1286985,False
3058,3058,16008,KIA,182.0,3896315,False
1934,1934,573,BMW,73.0,312388,False
526,526,12834,BMW,356.0,3165327,False
10137,10137,18862,BMW,452.0,2960924,False
7882,7882,10333,Daewoo,225.0,3775570,False
1675,1675,9367,KIA,335.0,2517068,False
3231,3231,9862,Infiniti,110.0,3450090,False
10049,10049,3152,Ford,144.0,1718273,False
3328,3328,18862,Audi,281.0,3520768,True
7272,7272,7373,Mercedez-Benz,206.0,2460859,False
12297,12297,573,Ford,235.0,2233325,False
7060,7060,16080,Mercedez-Benz,85.0,864162,False
13938,13938,9367,Mercedez-Benz,345.0,3011231,False
9179,9179,16330,KIA,202.0,3459008,False
5961,5961,2536,Daewoo,453.0,898484,False
11190,11190,18559,Infiniti,281.0,2901374,True
10987,10987,3459,Daewoo,276.0,1278453,False
6002,6002,8413,Infiniti,312.0,3323580,False
5641,5641,17948,Subaru,155.0,626200,False
6429,6429,9809,BMW,177.0,2831527,False
11666,11666,18862,BMW,485.0,1966181,False
10673,10673,16008,Toyota,320.0,736003,False
10793,10793,14800,Subaru,155.0,3340581,False
10789,10789,849,Daewoo,219.0,281703,False
6654,6654,12877,Audi,348.0,1339867,False
6055,6055,14805,BMW,347.0,2218626,False
3663,3663,14981,Mercedez-Benz,137.0,1444228,False
8198,8198,2690,Infiniti,437.0,3037662,False
8712,8712,1136,KIA,217.0,2582373,False
5611,5611,15713,KIA,281.0,3174284,True
7018,7018,18284,Nissan,384.0,579961,False
3406,3406,15713,Subaru,480.0,1307992,False
12131,12131,15713,KIA,130.0,2953727,False
2284,2284,255,Nissan,278.0,2898062,False
4435,4435,3441,Mercedez-Benz,426.0,926344,False
7404,7404,16201,Daewoo,195.0,592213,False
6555,6555,10665,Toyota,250.0,3295629,False
7288,7288,5674,Mercedez-Benz,281.0,1198206,True
7485,7485,3103,Mercedez-Benz,197.0,681656,False
7741,7741,3441,Toyota,281.0,1498806,True
11795,11795,14273,Mercedez-Benz,73.0,3555748,False
1879,1879,6929,BMW,167.0,259931,False
91,91,6652,LADA,350.0,1782955,False
14965,14965,15713,Ford,343.0,2759973,False
13867,13867,14025,Ford,237.0,2420730,False
12973,12973,4183,Daewoo,193.0,3937063,False
8870,8870,14273,Infiniti,227.0,3165321,False
5282,5282,255,BMW,394.0,1889637,False
9679,9679,2315,Toyota,494.0,1200206,False
7902,7902,1136,Daewoo,281.0,1801124,True
9357,9357,16631,LADA,281.0,3798119,True
2672,2672,6028,Subaru,101.0,1575959,False
9401,9401,16685,Infiniti,93.0,3119582,False
14630,14630,16273,Infiniti,404.0,272638,False
14991,14991,1136,Infiniti,148.0,875080,False
1435,1435,6759,Ford,171.0,3709051,False
4563,4563,14221,Ford,278.0,3509001,False
10627,10627,10638,Daewoo,490.0,1648648,False
7293,7293,14025,LADA,72.0,342326,False
11189,11189,16273,Audi,94.0,3637710,False
3020,3020,5674,Daewoo,216.0,3768603,False
14683,14683,1843,Infiniti,478.0,2318687,False
1142,1142,16617,Daewoo,437.0,1830487,False
11381,11381,5696,LADA,156.0,857767,False
4938,4938,6855,Toyota,250.0,440340,False
7199,7199,2468,Infiniti,123.0,3763767,False
682,682,7569,Ford,409.0,3341537,False
12502,12502,7699,Daewoo,101.0,1899875,False
7957,7957,5696,Ford,157.0,3738629,False
6469,6469,16617,Nissan,286.0,3286976,False
3039,3039,5787,Mercedez-Benz,165.0,3634364,False
6444,6444,19620,Nissan,247.0,2165403,False
14214,14214,7569,KIA,156.0,499192,False
13754,13754,4152,KIA,496.0,954601,False
2973,2973,5787,Daewoo,119.0,1776027,False
10777,10777,9318,Subaru,160.0,1576555,False
14095,14095,18099,Daewoo,366.0,2671590,False
3924,3924,9318,KIA,383.0,2709812,False
12496,12496,15616,Toyota,281.0,1976530,True
8497,8497,7569,KIA,347.0,3559047,False
9734,9734,16303,Audi,450.0,725109,False
8364,8364,10255,BMW,357.0,1324578,False
8921,8921,15161,Infiniti,116.0,635048,False
14035,14035,19040,BMW,340.0,1335695,False
13460,13460,1117,Audi,482.0,3032470,False
14786,14786,2468,Nissan,457.0,3207177,False
3794,3794,10432,BMW,314.0,1049083,False
12580,12580,5787,Daewoo,270.0,3345472,False
12547,12547,18204,Infiniti,126.0,226790,False
7673,7673,4703,Ford,134.0,2694494,False
13354,13354,16307,Mercedez-Benz,323.0,1814808,False
7911,7911,13404,BMW,282.0,3666899,False
6301,6301,11321,Audi,200.0,1649190,False
9361,9361,18109,LADA,426.0,2742366,False
3479,3479,18204,Infiniti,329.0,2700895,False
10899,10899,17189,LADA,312.0,231114,False
12190,12190,15771,Audi,354.0,3895737,False
12047,12047,11872,Mercedez-Benz,131.0,1716539,False
14859,14859,2820,Mercedez-Benz,350.0,3453845,False
11839,11839,11499,LADA,357.0,3326311,False
1527,1527,13404,Daewoo,324.0,1211070,False
2559,2559,9206,Nissan,281.0,3295120,True
2820,2820,1365,Toyota,281.0,2792073,True
7478,7478,8862,Daewoo,309.0,2806954,False
3780,3780,3344,Toyota,203.0,1323682,False
4463,4463,18496,Nissan,182.0,1392691,False
12212,12212,1628,KIA,78.0,3838644,False
8457,8457,12993,Ford,94.0,950025,False
3873,3873,12993,LADA,444.0,1540848,False
12949,12949,1283,BMW,432.0,2101901,False
4510,4510,18109,LADA,352.0,223134,False
9076,9076,1365,Subaru,250.0,1294829,False
920,920,200,Mercedez-Benz,281.0,2610929,True
4437,4437,8424,Ford,335.0,1369637,False
7738,7738,11802,Infiniti,281.0,1525096,True
7802,7802,18623,Audi,259.0,280348,False
13033,13033,17319,Mercedez-Benz,169.0,3094552,False
7710,7710,2236,Daewoo,435.0,381912,False
10090,10090,8543,Nissan,471.0,3103129,False
7892,7892,7935,Nissan,468.0,3490728,False
1927,1927,9708,Infiniti,344.0,846808,False
3684,3684,6076,KIA,383.0,3117630,False
12342,12342,13229,Audi,90.0,1466795,False
3797,3797,8447,BMW,281.0,2276957,True
2930,2930,1547,BMW,251.0,3598430,False
8441,8441,13229,Subaru,160.0,319244,False
13979,13979,9641,Toyota,316.0,1911907,False
7144,7144,9127,Toyota,360.0,2486939,False
10888,10888,2902,Ford,225.0,1592468,False
3068,3068,3274,Daewoo,475.0,938724,False
8004,8004,8543,Infiniti,281.0,2279806,True
4314,4314,7431,BMW,115.0,3489150,False
12012,12012,25,Audi,196.0,1442715,False
12970,12970,265,BMW,438.0,1516150,False
1531,1531,13291,Audi,181.0,3784048,False
12798,12798,8563,Audi,417.0,1701325,False
4091,4091,13841,KIA,342.0,2348842,False
12377,12377,12909,Daewoo,406.0,1094789,False
11531,11531,761,Subaru,461.0,2644627,False
3529,3529,1875,Mercedez-Benz,482.0,3029883,False
14040,14040,3164,Subaru,102.0,3650031,False
9519,9519,1713,Subaru,421.0,2282063,False
4283,4283,422,Audi,341.0,2966639,False
6751,6751,4003,LADA,165.0,3131257,False
1972,1972,16296,BMW,182.0,398969,False
5470,5470,1875,LADA,138.0,2328192,False
452,452,17732,BMW,281.0,2364961,True
448,448,17366,LADA,363.0,2761705,False
14748,14748,475,Subaru,281.0,2555008,True
1417,1417,3712,KIA,281.0,1873248,True
711,711,422,Daewoo,73.0,1361913,False
368,368,475,LADA,117.0,2113286,False
87,87,4003,KIA,486.0,215165,False
8868,8868,5459,KIA,99.0,1276989,False
5684,5684,1875,Daewoo,281.0,1348642,True
10510,10510,761,Mercedez-Benz,129.0,1036216,False
3602,3602,12909,LADA,146.0,232017,False
6183,6183,12325,Subaru,345.0,3821512,False
12726,12726,13841,LADA,151.0,311723,False
4018,4018,10503,Nissan,138.0,434878,False
1516,1516,5459,Infiniti,254.0,1269774,False
7382,7382,13291,KIA,393.0,2091282,False
14667,14667,743,LADA,83.0,2470299,False
11918,11918,422,BMW,281.0,3739684,True
10282,10282,14469,Toyota,450.0,1683864,False
